N,contract,rate,q,sigma,maturity,max_abs_x3_difference,max_ulp_x3_difference,signed_mean_x3_difference,positive_count,negative_count,worst_payload,formerly_hard_tail
112,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,81,3.9065417567485383e-12,1745,1629,0,yes
112,2,0.029999999999999999,0,0.20000000000000001,1,1.4901161193847656e-08,149,4.3251686954182134e-12,1761,1674,2730,yes
112,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,394,1.1010373168751642e-11,1752,1653,0,yes
113,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,26,3.1087389606998528e-12,1761,1638,0,yes
113,1,0,0,0.40000000000000002,0.25,1.4901161193847656e-08,161,3.0891525448772938e-11,1826,1666,2730,yes
113,2,0.029999999999999999,0,0.20000000000000001,1,1.4901161193847656e-08,85,7.3043585069321182e-12,1713,1655,2730,yes
113,3,0.029999999999999999,0.01,0.050000000000000003,5,7.4505805969238281e-09,3435,8.8838008130420754e-12,1767,1681,8191,yes
114,0,-0.02,0.01,0.050000000000000003,0.25,1.862645149230957e-09,66,3.9923949562981065e-12,1786,1657,8191,yes
114,1,0,0,0.40000000000000002,0.25,1.4901161193847656e-08,334,2.2158261336890916e-11,1776,1640,2730,yes
114,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,35,1.5179787982155801e-11,1760,1578,170,yes
114,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,1773,1.3938090265286363e-11,1715,1669,85,no
115,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,32,2.7804147872956264e-12,1759,1573,0,yes
115,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,1341,1.666217511187007e-12,1748,1622,0,yes
115,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,45,1.7026227649985515e-11,1748,1583,768,no
115,3,0.029999999999999999,0.01,0.050000000000000003,5,7.4505805969238281e-09,1227,1.4863769937090154e-11,1778,1629,8191,yes
116,0,-0.02,0.01,0.050000000000000003,0.25,1.862645149230957e-09,72,3.6138592118817314e-12,1780,1585,8191,yes
116,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,336,2.5885460441799069e-11,1764,1551,1024,yes
116,2,0.029999999999999999,0,0.20000000000000001,1,1.4901161193847656e-08,33,1.7387216666442384e-11,1736,1606,8191,yes
116,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,570,1.403924199117057e-11,1783,1700,0,yes
117,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,155,4.7305648981366133e-13,1719,1693,170,yes
117,1,0,0,0.40000000000000002,0.25,1.4901161193847656e-08,170,3.3174657465551149e-11,1823,1584,8191,yes
117,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,36,3.5925790120572287e-11,1799,1563,0,yes
117,3,0.029999999999999999,0.01,0.050000000000000003,5,7.4505805969238281e-09,519,1.0734940714129948e-11,1743,1685,8191,yes
118,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,40,2.8829612308545194e-12,1801,1589,1365,yes
118,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,86,1.9852008925624887e-11,1767,1581,810,no
118,2,0.029999999999999999,0,0.20000000000000001,1,1.4901161193847656e-08,40,1.7275847419284673e-11,1796,1641,2730,yes
118,3,0.029999999999999999,0.01,0.050000000000000003,5,7.4505805969238281e-09,457,1.9390045125078359e-11,1798,1711,8191,yes
119,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,79,6.7130242337176682e-13,1727,1654,0,yes
119,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,81,1.429323326362919e-11,1739,1664,0,yes
119,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,35,1.1752016026989054e-11,1749,1617,0,yes
119,3,0.029999999999999999,0.01,0.050000000000000003,5,7.4505805969238281e-09,174,1.2967737994529216e-11,1699,1676,8191,yes
120,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,37,2.017832081979698e-12,1716,1586,2133,no
120,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,114,2.2396057230977817e-11,1732,1520,0,yes
120,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,34,1.4182405250195984e-11,1713,1578,810,no
120,3,0.029999999999999999,0.01,0.050000000000000003,5,7.4505805969238281e-09,139,1.1425638213324874e-11,1744,1676,2730,yes
121,0,-0.02,0.01,0.050000000000000003,0.25,1.862645149230957e-09,23,-2.279166438912128e-13,1699,1655,2730,yes
121,1,0,0,0.40000000000000002,0.25,1.4901161193847656e-08,109,2.0863102911938824e-11,1789,1629,8191,yes
121,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,33,3.2865432597617428e-11,1775,1557,0,yes
121,3,0.029999999999999999,0.01,0.050000000000000003,5,7.4505805969238281e-09,173,7.1355837905073827e-12,1775,1720,2730,yes
122,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,82,-5.4547252131831314e-13,1713,1707,0,yes
122,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,223,2.1710126751894876e-11,1765,1570,0,yes
122,2,0.029999999999999999,0,0.20000000000000001,1,1.4901161193847656e-08,67,3.0705091247362759e-11,1807,1569,2730,yes
122,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,555,1.4046472318618441e-11,1776,1706,0,yes
123,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,45,3.2824853946067378e-12,1724,1578,0,yes
123,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,872,4.4725473324902509e-12,1708,1631,0,yes
123,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,69,1.6898552002153622e-11,1722,1570,0,yes
123,3,0.029999999999999999,0.01,0.050000000000000003,5,7.4505805969238281e-09,360,5.9832416798855093e-12,1715,1695,8191,yes
124,0,-0.02,0.01,0.050000000000000003,0.25,1.862645149230957e-09,90,2.5876557840920356e-12,1736,1590,8191,yes
124,1,0,0,0.40000000000000002,0.25,1.4901161193847656e-08,219,1.1692612156277704e-11,1703,1537,8191,yes
124,2,0.029999999999999999,0,0.20000000000000001,1,1.4901161193847656e-08,70,1.7182505418489313e-11,1704,1554,8191,yes
124,3,0.029999999999999999,0.01,0.050000000000000003,5,7.4505805969238281e-09,181,1.3622158956394514e-12,1714,1696,2730,yes
125,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,186,1.0405617340003559e-12,1728,1629,1621,no
125,1,0,0,0.40000000000000002,0.25,1.4901161193847656e-08,112,4.9316661865361766e-12,1654,1625,8191,yes
125,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,135,-1.0327919075514558e-12,1661,1639,575,no
125,3,0.029999999999999999,0.01,0.050000000000000003,5,7.4505805969238281e-09,546,2.5021512639611387e-12,1676,1680,2730,yes
126,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,42,2.0236833042641678e-12,1709,1578,0,yes
126,1,0,0,0.40000000000000002,0.25,1.4901161193847656e-08,55,5.6727400554734686e-12,1747,1649,2730,yes
126,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,281,1.2104515306754493e-11,1770,1585,1621,no
126,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,546,4.4472481253166052e-12,1752,1719,85,no
127,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,106,-2.5742775966453024e-13,1734,1685,2730,yes
127,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,52,-1.069574984136068e-11,1662,1667,0,yes
127,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,566130,3.4478129749273504e-12,1757,1618,0,yes
127,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,249,6.3411220718734285e-12,1763,1691,0,yes
128,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,56,1.8247695021678112e-12,1699,1630,810,no
128,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,53,-4.4300674240105309e-13,1712,1673,0,yes
128,2,0.029999999999999999,0,0.20000000000000001,1,1.4901161193847656e-08,285,2.2670133131841297e-11,1784,1593,2730,yes
128,3,0.029999999999999999,0.01,0.050000000000000003,5,7.4505805969238281e-09,275,1.3055931336047877e-11,1750,1674,8191,yes
129,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,71,5.8422017223946909e-13,1748,1686,0,yes
129,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,67,1.5190390612040972e-11,1706,1585,0,yes
129,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,158,2.463600157209811e-11,1804,1588,0,yes
129,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,274,6.0180749272831235e-12,1753,1698,0,yes
130,0,-0.02,0.01,0.050000000000000003,0.25,1.862645149230957e-09,560,1.5917753226624143e-12,1717,1600,8191,yes
130,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,136,4.2260084320844271e-12,1737,1611,1365,yes
130,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,147,1.2553534600723282e-11,1725,1574,1834,no
130,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,234,1.092116674872301e-11,1755,1620,0,yes
131,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,142,2.0759678698301087e-12,1746,1632,575,no
131,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,272,7.5948691780070021e-12,1774,1614,1386,no
131,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,75,1.8512066879416977e-11,1791,1596,85,no
131,3,0.029999999999999999,0.01,0.050000000000000003,5,7.4505805969238281e-09,469,1.7984433386963872e-12,1728,1696,2730,yes
132,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,69,-5.847058948127426e-13,1752,1675,0,yes
132,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,267,1.6760797610926303e-11,1754,1582,768,no
132,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,76,1.8328116802024397e-11,1710,1606,768,no
132,3,0.029999999999999999,0.01,0.050000000000000003,5,7.4505805969238281e-09,159,1.1741808914056406e-11,1731,1632,8191,yes
133,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,176,1.916335146123771e-12,1738,1584,2730,yes
133,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,134,9.4707991449283213e-12,1746,1544,170,yes
133,2,0.029999999999999999,0,0.20000000000000001,1,1.4901161193847656e-08,79,1.245807623728723e-11,1726,1597,2730,yes
133,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,86,7.60310564507094e-12,1689,1635,0,yes
134,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,50,1.5208199283245349e-12,1695,1650,2730,yes
134,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,66,6.5658312120575602e-12,1663,1590,597,no
134,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,35,2.6791013851834578e-11,1777,1555,1365,yes
134,3,0.029999999999999999,0.01,0.050000000000000003,5,7.4505805969238281e-09,1168,1.3539239174242823e-11,1759,1640,2730,yes
135,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,55,3.0852750909637905e-12,1726,1628,170,yes
135,1,0,0,0.40000000000000002,0.25,1.4901161193847656e-08,33,1.687805450956148e-11,1736,1628,8191,yes
135,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,34,1.2365108936762681e-13,1747,1611,768,no
135,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,336,5.4777293811980599e-12,1750,1721,0,yes
136,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,390,1.4138039697297877e-12,1722,1598,618,no
136,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,33,1.8454182626470583e-11,1801,1601,618,no
136,2,0.029999999999999999,0,0.20000000000000001,1,1.4901161193847656e-08,34,2.317490643832798e-11,1777,1539,2730,yes
136,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,295,9.2629029446733568e-12,1732,1630,597,no
137,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,99,3.5064399300788196e-12,1781,1637,0,yes
137,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,32,1.2560508189096709e-11,1721,1580,1919,no
137,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,32,2.1369017666472701e-11,1789,1601,768,no
137,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,257,5.5025567435862399e-12,1760,1656,149,no
138,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,108,4.3562826956833334e-12,1835,1571,1642,no
138,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,33,7.5624090323245241e-12,1717,1629,2730,yes
138,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,32,2.2947560518460364e-11,1761,1631,149,no
138,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,434,1.5392714880491098e-11,1787,1652,0,yes
139,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,402,3.1888710422256494e-12,1743,1585,768,no
139,1,0,0,0.40000000000000002,0.25,1.4901161193847656e-08,18,2.3533966442279564e-11,1735,1555,2730,yes
139,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,34,7.3169109660042864e-12,1734,1557,149,no
139,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,865,6.6966918121913466e-12,1696,1664,0,yes
140,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,212,3.3215860617552551e-12,1728,1600,2432,no
140,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,20,1.5158915789292848e-12,1681,1626,149,no
140,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,33,1.133701466038417e-11,1706,1574,149,no
140,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,777,7.7492214034524665e-12,1743,1685,149,no
141,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,107,3.18703397006459e-12,1774,1664,2730,yes
141,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,264,1.9354233493640294e-11,1706,1541,1621,no
141,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,34,1.3656895059277474e-11,1725,1526,1919,no
141,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,433,-5.1087259422821774e-13,1717,1697,1152,no
142,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,128,1.0164785679833699e-12,1708,1600,1365,yes
142,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,25,-8.8181441315615672e-12,1692,1633,2730,yes
142,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,25,3.3785543807063334e-11,1729,1540,1152,no
142,3,0.029999999999999999,0.01,0.050000000000000003,5,7.4505805969238281e-09,289,1.5420005550215166e-11,1781,1691,2730,yes
143,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,252,3.2003739935948516e-12,1788,1637,170,yes
143,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,16,1.5150374010897139e-11,1709,1643,1621,no
143,2,0.029999999999999999,0,0.20000000000000001,1,1.4901161193847656e-08,46,3.2264510507751254e-11,1757,1615,2730,yes
143,3,0.029999999999999999,0.01,0.050000000000000003,5,7.4505805969238281e-09,320,4.4342862715041065e-12,1642,1684,2730,yes
144,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,68,9.6983185371435354e-13,1769,1591,149,no
144,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,17,2.4835536405198866e-11,1762,1569,2047,yes
144,2,0.029999999999999999,0,0.20000000000000001,1,1.4901161193847656e-08,41,3.7181653589346553e-11,1859,1556,2730,yes
144,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,637,7.5499398399792028e-12,1717,1688,149,no
145,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,135,4.2280120376991803e-12,1864,1592,1621,no
145,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,16,1.2314690933656891e-11,1728,1586,2730,yes
145,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,103,1.6418835041553947e-11,1763,1588,2730,yes
145,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,159,9.4481020229686408e-12,1708,1689,0,yes
146,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,2157,8.6781482607628524e-13,1691,1671,2730,yes
146,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,17,1.8512608113141482e-11,1774,1614,2730,yes
146,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,201,1.2700078835803374e-11,1778,1597,2730,yes
146,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,294,3.7913873429662459e-12,1684,1709,0,yes
147,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,135,3.5682966997852006e-12,1815,1614,0,yes
147,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,13,2.337371962646273e-11,1786,1577,2730,yes
147,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,393,1.1781694543577803e-11,1768,1557,2730,yes
147,3,0.029999999999999999,0.01,0.050000000000000003,5,7.4505805969238281e-09,585,1.600711230231866e-11,1737,1659,2730,yes
148,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,68,8.9107193845805455e-13,1749,1658,2730,yes
148,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,12,9.8562130679269444e-12,1744,1612,1621,no
148,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,99,2.2542089722632497e-11,1797,1614,1728,no
148,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,582,2.7664814883365807e-12,1675,1659,0,yes
149,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,192,1.5285619991978194e-12,1709,1653,1152,no
149,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,13,7.6225414868957841e-12,1720,1539,2197,no
149,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,52,8.2475692941841316e-13,1718,1610,0,yes
149,3,0.029999999999999999,0.01,0.050000000000000003,5,7.4505805969238281e-09,927,3.5379130181034668e-12,1721,1732,2730,yes
150,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,191,3.5712413928856712e-12,1719,1533,2730,yes
150,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,13,6.2299609915328347e-12,1700,1548,2730,yes
150,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,57,1.421580214655549e-11,1760,1571,1365,yes
150,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,625,1.0094423560924604e-11,1710,1629,0,yes
151,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,51,3.4499972323409622e-12,1740,1538,1919,no
151,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,12,2.7612884201388965e-11,1738,1550,831,no
151,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,31,3.8724842776893809e-11,1789,1589,2560,yes
151,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,710,1.3683637556383133e-11,1746,1697,1024,yes
152,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,43,1.3474499294119369e-12,1666,1563,2730,yes
152,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,119,2.4546514994228108e-12,1706,1622,2730,yes
152,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,28,1.6231682664624714e-11,1756,1557,2730,yes
152,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,355,3.4975217166888228e-12,1668,1626,0,yes
153,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,53,1.4157793860880563e-12,1764,1634,1621,no
153,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,24,-7.144007607706726e-13,1665,1594,2730,yes
153,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,25,1.1418851975086852e-11,1705,1582,1152,no
153,3,0.029999999999999999,0.01,0.050000000000000003,5,7.4505805969238281e-09,468,2.0722173976750469e-12,1690,1674,8191,yes
154,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,22,2.1731921817647049e-12,1764,1560,85,no
154,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,22,1.6158088755879874e-11,1702,1553,2730,yes
154,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,25,2.5966659378262591e-11,1729,1534,0,yes
154,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,129,9.7317744141012241e-12,1742,1645,0,yes
155,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,24,2.2525974141540672e-12,1703,1577,2730,yes
155,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,12,9.6582880582118946e-12,1740,1535,2730,yes
155,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,18,2.0893592411752593e-11,1745,1515,2730,yes
155,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,88,1.0618464441058961e-11,1764,1662,170,yes
156,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,42,1.3969797540980267e-12,1737,1609,2730,yes
156,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,11,1.0204379008449393e-11,1703,1588,1728,no
156,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,19,2.9146796087786697e-11,1763,1575,2730,yes
156,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,92,8.196235357083026e-12,1719,1654,2730,yes
157,0,-0.02,0.01,0.050000000000000003,0.25,1.3969838619232178e-09,23488,2.4657530791477589e-12,1783,1611,2730,yes
157,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,12,7.5012496214554858e-12,1692,1592,2730,yes
157,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,20,3.4027086703858345e-11,1817,1533,2730,yes
157,3,0.029999999999999999,0.01,0.050000000000000003,5,7.4505805969238281e-09,313,7.8031591604910133e-12,1768,1670,8191,yes
158,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,38,1.0384713922118038e-12,1778,1582,2730,yes
158,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,19,3.1493557761663737e-11,1761,1555,1386,no
158,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,20,2.8627905601652515e-11,1776,1516,2730,yes
158,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,183,2.7905733279709466e-12,1703,1675,0,yes
159,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,25,2.9616656349595871e-12,1742,1572,2730,yes
159,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,18,-1.0876854972252659e-12,1674,1573,2730,yes
159,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,20,-4.2137959788135504e-12,1667,1600,1728,no
159,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,367,4.3625311696438018e-12,1721,1631,1919,no
160,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,21,3.7828021964836367e-12,1815,1500,575,no
160,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,21,2.4113835928041283e-11,1785,1564,85,no
160,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,19,8.1574746957358002e-12,1683,1574,2730,yes
160,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,23511,6.6114425132518528e-12,1695,1615,0,yes
161,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,128,5.2921556026319649e-13,1787,1641,2730,yes
161,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,29,1.1601816729545078e-11,1763,1588,831,no
161,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,39,1.4169485029746909e-11,1743,1609,831,no
161,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,365,6.0485991215664114e-12,1734,1680,1024,yes
162,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,25,1.1424108187219062e-12,1722,1615,2730,yes
162,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,40,2.3703927709561867e-11,1761,1579,2730,yes
162,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,39,5.2795962046658929e-12,1683,1581,2730,yes
162,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,367,7.1786812605445505e-12,1766,1644,0,yes
163,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,23,2.0303689285405824e-12,1732,1590,618,no
163,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,103,2.9242743643242974e-11,1798,1536,2730,yes
163,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,36,1.6289719573236994e-11,1708,1589,1621,no
163,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,22809,6.2247206087523432e-12,1767,1695,2730,yes
164,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,52,3.9966641107724854e-13,1732,1657,1621,no
164,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,377,2.634220098995943e-12,1744,1623,1621,no
164,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,37,1.6946014036456347e-11,1747,1597,1621,no
164,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,353,6.5370833746136725e-12,1739,1685,1152,no
165,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,41528,3.007891583917989e-12,1786,1593,2730,yes
165,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,87,2.1765835661602395e-11,1691,1558,831,no
165,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,37,2.558904477201196e-11,1729,1543,2730,yes
165,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,280,1.3767223472349599e-11,1722,1620,2730,yes
166,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,34,1.8479228564016736e-12,1736,1568,2730,yes
166,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,42,2.1219317969389806e-11,1719,1480,2730,yes
166,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,74,3.0857996713429259e-11,1739,1527,2133,no
166,3,0.029999999999999999,0.01,0.050000000000000003,5,7.4505805969238281e-09,1313,1.9832689310272933e-11,1747,1608,8191,yes
167,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,29,2.1047955045538913e-12,1749,1563,2730,yes
167,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,36,1.7570417343293343e-11,1772,1530,2730,yes
167,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,75,1.8512823218852503e-11,1721,1549,2730,yes
