N,contract,rate,q,sigma,maturity,max_abs_x_error,max_ulp_x_error,signed_mean_x_error,positive_count,negative_count,worst_payload,formerly_hard_tail
111,2,0.029999999999999999,0,0.20000000000000001,1,4.4718364555809523e-09,561,5.9215790360589217e-12,4134,4058,6826,yes
111,3,0.029999999999999999,0.01,0.050000000000000003,5,2.1988516207140429e-09,271,8.6478114779549697e-13,4105,4087,3754,yes
112,0,-0.02,0.01,0.050000000000000003,0.25,5.8821370275100897e-10,589,-8.3378830287350285e-13,4056,4136,5461,yes
112,1,0,0,0.40000000000000002,0.25,4.6521010223455439e-09,30,-7.3712604747346615e-12,4088,4104,4095,yes
112,2,0.029999999999999999,0,0.20000000000000001,1,5.3273539468300344e-09,70,-5.291351313167133e-12,4052,4140,1365,yes
112,3,0.029999999999999999,0.01,0.050000000000000003,5,2.3785416408986087e-09,594,-3.1651178350249987e-12,4056,4136,682,yes
113,0,-0.02,0.01,0.050000000000000003,0.25,6.3354279752304687e-10,28,-4.1941625426929444e-14,4078,4114,5461,yes
113,1,0,0,0.40000000000000002,0.25,4.180675551253997e-09,61,1.6767601065054687e-12,4030,4162,5461,yes
113,2,0.029999999999999999,0,0.20000000000000001,1,4.0049833671020946e-09,35,4.4794001709753104e-12,4096,4096,3199,no
113,3,0.029999999999999999,0.01,0.050000000000000003,5,2.574253191468463e-09,5149,-2.8705980022166369e-12,4097,4095,341,yes
114,0,-0.02,0.01,0.050000000000000003,0.25,5.1738985108639209e-10,111,-2.2384225873059378e-13,4072,4120,1365,yes
114,1,0,0,0.40000000000000002,0.25,4.5492232873007873e-09,121,-2.3540097213883229e-12,4066,4126,4095,yes
114,2,0.029999999999999999,0,0.20000000000000001,1,4.1208640950718852e-09,17,-2.2611395653784288e-12,4134,4058,5461,yes
114,3,0.029999999999999999,0.01,0.050000000000000003,5,2.8477400731522369e-09,1351,1.1686165965444623e-12,4093,4099,3413,yes
115,0,-0.02,0.01,0.050000000000000003,0.25,5.0444649051242125e-10,56,-7.1674254628242493e-13,4074,4118,3178,no
115,1,0,0,0.40000000000000002,0.25,3.9556341876894258e-09,482,-1.2935296201358443e-11,4045,4147,3199,no
115,2,0.029999999999999999,0,0.20000000000000001,1,4.8382856361706636e-09,18,-1.1973074579533199e-11,4064,4128,1365,yes
115,3,0.029999999999999999,0.01,0.050000000000000003,5,2.437125330773413e-09,608,3.0500618505683749e-13,4100,4092,5461,yes
116,0,-0.02,0.01,0.050000000000000003,0.25,6.185552835333802e-10,29,1.9180071473249502e-13,4114,4078,8191,yes
116,1,0,0,0.40000000000000002,0.25,3.9548687500824608e-09,119,3.3658296192816181e-12,4033,4159,4181,no
116,2,0.029999999999999999,0,0.20000000000000001,1,4.3518137439040007e-09,17,-2.3130582961907119e-12,4062,4130,8191,yes
116,3,0.029999999999999999,0.01,0.050000000000000003,5,2.3979340664664721e-09,263,-8.0038295813269122e-13,4069,4123,682,yes
117,0,-0.02,0.01,0.050000000000000003,0.25,4.8128082145611628e-10,29,-9.993678903001955e-13,4033,4159,512,yes
117,1,0,0,0.40000000000000002,0.25,4.2158871930755949e-09,60,3.362104124683187e-12,4061,4131,4096,yes
117,2,0.029999999999999999,0,0.20000000000000001,1,4.8599340495596378e-09,11,-3.9112167098167543e-12,4078,4114,1365,yes
117,3,0.029999999999999999,0.01,0.050000000000000003,5,2.7359254070044152e-09,213,-1.3131032167796988e-12,4037,4155,5461,yes
118,0,-0.02,0.01,0.050000000000000003,0.25,5.4519618218238161e-10,58,-3.8067790465237998e-13,4095,4097,1365,yes
118,1,0,0,0.40000000000000002,0.25,4.4710552316746881e-09,29,5.3184974299458074e-12,4127,4065,2730,yes
118,2,0.029999999999999999,0,0.20000000000000001,1,4.3415406884965267e-09,11,2.0322811071224634e-13,4038,4154,4096,yes
118,3,0.029999999999999999,0.01,0.050000000000000003,5,2.4282242675973388e-09,151,-5.7966048019296963e-13,4084,4108,8191,yes
119,0,-0.02,0.01,0.050000000000000003,0.25,5.2732214935557694e-10,232,-4.5264898707681568e-13,4099,4093,2730,yes
119,1,0,0,0.40000000000000002,0.25,3.8879054322315809e-09,30,-2.6691409585289343e-12,4080,4112,149,no
119,2,0.029999999999999999,0,0.20000000000000001,1,4.8005557575665016e-09,11,1.7611485100865211e-12,4074,4118,4096,yes
119,3,0.029999999999999999,0.01,0.050000000000000003,5,2.6010680926972366e-09,74,7.142424776229631e-13,4101,4091,5461,yes
120,0,-0.02,0.01,0.050000000000000003,0.25,5.7517784181033033e-10,116,-1.9438024428631027e-13,4112,4080,5461,yes
120,1,0,0,0.40000000000000002,0.25,4.0054572522205824e-09,29,3.6732619466377287e-12,4090,4102,2218,yes
120,2,0.029999999999999999,0,0.20000000000000001,1,3.868859680571452e-09,11,6.7976238269622286e-12,4096,4096,3199,no
120,3,0.029999999999999999,0.01,0.050000000000000003,5,2.5014993580103777e-09,132,-9.191851143638155e-12,3984,4208,3413,yes
121,0,-0.02,0.01,0.050000000000000003,0.25,4.9835965264773909e-10,96,-2.6065336284993965e-13,4033,4159,4864,no
121,1,0,0,0.40000000000000002,0.25,4.0282075662728551e-09,15,2.9962638809098235e-12,4113,4079,8191,yes
121,2,0.029999999999999999,0,0.20000000000000001,1,3.9026372557965951e-09,11,3.6186687863024946e-12,4080,4112,3178,no
121,3,0.029999999999999999,0.01,0.050000000000000003,5,2.6260617238464198e-09,267,-2.3717266278377596e-12,4054,4138,1365,yes
122,0,-0.02,0.01,0.050000000000000003,0.25,4.6391706186723059e-10,382,6.0207782561751004e-13,4100,4092,1621,no
122,1,0,0,0.40000000000000002,0.25,3.7675931413009265e-09,14,-9.4724056889833418e-12,4074,4118,2197,no
122,2,0.029999999999999999,0,0.20000000000000001,1,4.1759804214883607e-09,21,6.5168250837449492e-12,4093,4099,5461,yes
122,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7517846684714131e-09,237,2.3212728858495115e-13,4098,4094,6997,yes
123,0,-0.02,0.01,0.050000000000000003,0.25,4.7617639604628284e-10,47,-3.0336586657604225e-13,4053,4139,1855,no
123,1,0,0,0.40000000000000002,0.25,3.6778001292349698e-09,23,-2.0040846158920386e-12,4088,4104,6997,yes
123,2,0.029999999999999999,0,0.20000000000000001,1,3.5097652019674972e-09,21,-6.6446503253714988e-12,4097,4095,4714,no
123,3,0.029999999999999999,0.01,0.050000000000000003,5,2.5169026602317472e-09,118,-5.3461886279478183e-12,4039,4153,8191,yes
124,0,-0.02,0.01,0.050000000000000003,0.25,6.0182421284011423e-10,49,-1.0005368456545675e-13,4067,4125,8191,yes
124,1,0,0,0.40000000000000002,0.25,4.5090034829252099e-09,14,-1.7200341467145749e-12,4056,4136,8191,yes
124,2,0.029999999999999999,0,0.20000000000000001,1,4.2688968816571569e-09,21,6.3414520474574211e-13,4147,4045,8191,yes
124,3,0.029999999999999999,0.01,0.050000000000000003,5,2.8509341796138376e-09,168,-4.2300099148182264e-12,4091,4101,3413,yes
125,0,-0.02,0.01,0.050000000000000003,0.25,4.6517401841547037e-10,97,1.6432408169923771e-13,4139,4053,6399,no
125,1,0,0,0.40000000000000002,0.25,4.8455804854640613e-09,14,4.9965501702485784e-12,4103,4089,8191,yes
125,2,0.029999999999999999,0,0.20000000000000001,1,5.3800584697096366e-09,42,-6.430844224093489e-13,4073,4119,5461,yes
125,3,0.029999999999999999,0.01,0.050000000000000003,5,2.3752421961516208e-09,240,1.2721837663192288e-14,4074,4118,4096,yes
126,0,-0.02,0.01,0.050000000000000003,0.25,4.9161746387553117e-10,24,2.4519991783318744e-13,4094,4098,6912,no
126,1,0,0,0.40000000000000002,0.25,4.0994082651259317e-09,19,-3.8994792133417463e-14,4089,4103,5461,yes
126,2,0.029999999999999999,0,0.20000000000000001,1,3.7376723526779483e-09,85,9.338091121175685e-12,4174,4018,2197,no
126,3,0.029999999999999999,0.01,0.050000000000000003,5,2.5975309991036838e-09,239,-2.4971295337998755e-13,4082,4110,5461,yes
127,0,-0.02,0.01,0.050000000000000003,0.25,6.0182708490971315e-10,37,-1.1948131344939557e-12,4064,4128,5461,yes
127,1,0,0,0.40000000000000002,0.25,4.4537259665654317e-09,19,-1.0278970429994333e-11,4008,4184,2730,yes
127,2,0.029999999999999999,0,0.20000000000000001,1,4.271827026210846e-09,171653,-1.2303391232293148e-11,4000,4192,2730,yes
127,3,0.029999999999999999,0.01,0.050000000000000003,5,2.377463627107708e-09,288,9.8737937355857635e-13,4120,4072,4778,yes
128,0,-0.02,0.01,0.050000000000000003,0.25,4.7264454571925827e-10,26,-6.5505485904099786e-14,4093,4099,6527,no
128,1,0,0,0.40000000000000002,0.25,3.6356372134703976e-09,19,-4.6732248860131647e-12,4026,4166,6527,no
128,2,0.029999999999999999,0,0.20000000000000001,1,5.0960103816863906e-09,83,-1.0919888838206535e-12,4126,4066,5461,yes
128,3,0.029999999999999999,0.01,0.050000000000000003,5,2.1927079628885788e-09,287,1.2387193837758636e-13,4105,4087,8191,yes
129,0,-0.02,0.01,0.050000000000000003,0.25,4.9041992276863286e-10,51,-1.4741421513377958e-12,4068,4124,0,yes
129,1,0,0,0.40000000000000002,0.25,4.4914716701426057e-09,38,-3.976736905919222e-12,4079,4113,5461,yes
129,2,0.029999999999999999,0,0.20000000000000001,1,3.8451485651879716e-09,42,7.1788118010899659e-12,4128,4064,4181,no
129,3,0.029999999999999999,0.01,0.050000000000000003,5,2.4141264995424549e-09,176,-4.0172847100824147e-12,4029,4163,1365,yes
130,0,-0.02,0.01,0.050000000000000003,0.25,5.5618173650646279e-10,407,-3.473091544036999e-13,4055,4137,0,yes
130,1,0,0,0.40000000000000002,0.25,3.8097192533825017e-09,75,-9.8701060717496336e-12,4058,4134,6527,no
130,2,0.029999999999999999,0,0.20000000000000001,1,3.8163884109944924e-09,41,1.6924157016176181e-12,4059,4133,3199,no
130,3,0.029999999999999999,0.01,0.050000000000000003,5,2.4364836523330217e-09,266,-1.0660572885498288e-12,4109,4083,3413,yes
131,0,-0.02,0.01,0.050000000000000003,0.25,4.7310425503960539e-10,102,-7.1408384883677363e-13,4023,4169,6527,no
131,1,0,0,0.40000000000000002,0.25,3.6580564126248559e-09,150,-2.487805971065497e-12,4078,4114,469,no
131,2,0.029999999999999999,0,0.20000000000000001,1,3.8672090284787991e-09,21,3.9873061420923807e-12,4094,4098,4714,no
131,3,0.029999999999999999,0.01,0.050000000000000003,5,2.0371948475492698e-09,530,1.9228651982991282e-12,4073,4119,4714,no
132,0,-0.02,0.01,0.050000000000000003,0.25,4.7944664813412549e-10,50,5.9411321658571545e-14,4069,4123,4714,no
132,1,0,0,0.40000000000000002,0.25,3.4819389752231338e-09,150,6.6959001091883068e-13,4053,4139,1621,no
132,2,0.029999999999999999,0,0.20000000000000001,1,3.7701620672580386e-09,20,-1.8607574484208354e-12,4101,4091,4864,no
132,3,0.029999999999999999,0.01,0.050000000000000003,5,2.4866329541741406e-09,222,2.9994387185001063e-12,4126,4066,4778,yes
133,0,-0.02,0.01,0.050000000000000003,0.25,4.6962240786521833e-10,25,-1.6427525172066902e-13,4083,4109,4714,no
133,1,0,0,0.40000000000000002,0.25,3.5864995532649086e-09,75,-4.6001984886874671e-12,4100,4092,512,yes
133,2,0.029999999999999999,0,0.20000000000000001,1,3.7624010300871914e-09,20,5.2430110920635554e-12,4109,4083,3199,no
133,3,0.029999999999999999,0.01,0.050000000000000003,5,2.552118182521813e-09,65,-9.6767707488449721e-13,4056,4136,5461,yes
134,0,-0.02,0.01,0.050000000000000003,0.25,4.6839549478051119e-10,25,1.5412649344927319e-13,4090,4102,4864,no
134,1,0,0,0.40000000000000002,0.25,3.8613972301143703e-09,37,-2.1095087570691579e-12,4067,4125,5568,no
134,2,0.029999999999999999,0,0.20000000000000001,1,3.7005827358020123e-09,11,-2.1207003324854074e-14,4069,4123,42,no
134,3,0.029999999999999999,0.01,0.050000000000000003,5,2.6233256020556192e-09,714,9.2405993642003014e-13,4036,4156,4095,yes
135,0,-0.02,0.01,0.050000000000000003,0.25,4.5151614851482546e-10,31,4.1078932064352017e-13,4055,4137,42,no
135,1,0,0,0.40000000000000002,0.25,4.590342359582612e-09,29,1.1004002165254321e-11,4131,4061,8191,yes
135,2,0.029999999999999999,0,0.20000000000000001,1,3.5784509184803213e-09,11,-7.9714301712777726e-12,4028,4164,6912,no
135,3,0.029999999999999999,0.01,0.050000000000000003,5,2.1163855505398658e-09,170,-4.501550650395045e-13,4065,4127,4095,yes
136,0,-0.02,0.01,0.050000000000000003,0.25,5.0748161855604278e-10,59,-4.6019949543443033e-13,4020,4172,8191,yes
136,1,0,0,0.40000000000000002,0.25,3.7542627286526384e-09,30,-5.1299165935684789e-12,4083,4109,8191,yes
136,2,0.029999999999999999,0,0.20000000000000001,1,3.7204924475151422e-09,11,1.7430300626760153e-12,4116,4076,5568,no
136,3,0.029999999999999999,0.01,0.050000000000000003,5,2.3074259794530409e-09,77,8.8360272676368945e-13,4119,4073,6826,yes
137,0,-0.02,0.01,0.050000000000000003,0.25,4.8649555374740068e-10,30,-6.3389604772128094e-13,4048,4144,2218,yes
137,1,0,0,0.40000000000000002,0.25,3.6744586949747038e-09,29,-4.5885960663291152e-12,4088,4104,5568,no
137,2,0.029999999999999999,0,0.20000000000000001,1,3.775240703214857e-09,11,2.7114533874886765e-12,4131,4061,6527,no
137,3,0.029999999999999999,0.01,0.050000000000000003,5,1.9445394049953009e-09,132,-2.3847096883748311e-12,4109,4083,7616,no
138,0,-0.02,0.01,0.050000000000000003,0.25,4.5241171377221802e-10,60,-9.3828654242149924e-14,4055,4137,6442,no
138,1,0,0,0.40000000000000002,0.25,3.802853371816656e-09,59,-4.7342343463825316e-12,4040,4152,2218,yes
138,2,0.029999999999999999,0,0.20000000000000001,1,3.5474691044463626e-09,11,2.3029004174162155e-12,4094,4098,149,no
138,3,0.029999999999999999,0.01,0.050000000000000003,5,2.2708434224924729e-09,307,-4.3680086615904875e-12,4083,4109,6826,yes
139,0,-0.02,0.01,0.050000000000000003,0.25,4.4281524662459631e-10,239,-4.1070821207522046e-15,3989,4203,6698,no
139,1,0,0,0.40000000000000002,0.25,3.3459319043310826e-09,59,2.9618589296578791e-12,4113,4079,6997,yes
139,2,0.029999999999999999,0,0.20000000000000001,1,3.8618621834524678e-09,21,-1.469068917196736e-12,4155,4037,2730,yes
139,3,0.029999999999999999,0.01,0.050000000000000003,5,2.5938416062430637e-09,612,-3.1067867880544225e-12,4023,4169,3413,yes
140,0,-0.02,0.01,0.050000000000000003,0.25,5.281301696292546e-10,118,4.141573898417665e-13,4125,4067,2730,yes
140,1,0,0,0.40000000000000002,0.25,3.7213970549521044e-09,117,-2.7512578254478425e-12,3996,4196,6527,no
140,2,0.029999999999999999,0,0.20000000000000001,1,3.6969547067047435e-09,22,-2.2699230661495172e-13,4127,4065,149,no
140,3,0.029999999999999999,0.01,0.050000000000000003,5,2.0488585550165177e-09,309,1.4719420485514015e-12,4137,4055,1365,yes
141,0,-0.02,0.01,0.050000000000000003,0.25,4.4701126587784624e-10,59,9.8716288177344049e-13,4132,4060,2730,yes
141,1,0,0,0.40000000000000002,0.25,3.677982994822202e-09,930,-6.0677829778319896e-12,4045,4147,3178,no
141,2,0.029999999999999999,0,0.20000000000000001,1,3.6871091376279032e-09,21,1.314249507460466e-12,4137,4055,1152,no
141,3,0.029999999999999999,0.01,0.050000000000000003,5,2.1253061687089755e-09,896,-1.8702200912954414e-12,4088,4104,4096,yes
142,0,-0.02,0.01,0.050000000000000003,0.25,4.5196875491256083e-10,38,-1.0743394403296932e-12,4031,4161,4864,no
142,1,0,0,0.40000000000000002,0.25,3.6784739380087511e-09,232,-3.376087909258334e-12,4050,4142,1855,no
142,2,0.029999999999999999,0,0.20000000000000001,1,4.0676914940822925e-09,21,6.1780369431150574e-12,4099,4093,2730,yes
142,3,0.029999999999999999,0.01,0.050000000000000003,5,1.9203384924910657e-09,112,-5.6263667251837551e-13,4096,4096,6997,yes
143,0,-0.02,0.01,0.050000000000000003,0.25,4.7800238000843834e-10,76,3.7363948698608517e-14,4135,4057,3178,no
143,1,0,0,0.40000000000000002,0.25,3.5684821375448486e-09,115,-6.7266421602842576e-12,4049,4143,7808,no
143,2,0.029999999999999999,0,0.20000000000000001,1,3.7658967396783582e-09,42,-1.1544952497357321e-12,4123,4069,2218,yes
143,3,0.029999999999999999,0.01,0.050000000000000003,5,2.2386373540666933e-09,204,7.7767656210278793e-13,4120,4072,1365,yes
144,0,-0.02,0.01,0.050000000000000003,0.25,4.6747876497169088e-10,29,-2.1487426093376499e-13,4037,4155,2218,yes
144,1,0,0,0.40000000000000002,0.25,4.5152040895367591e-09,57,-9.9028504578285751e-12,4049,4143,2730,yes
144,2,0.029999999999999999,0,0.20000000000000001,1,3.6311401544607104e-09,42,6.9111274885569006e-13,4071,4121,4864,no
144,3,0.029999999999999999,0.01,0.050000000000000003,5,1.9891365720229995e-09,406,-3.5861052367651653e-12,4032,4160,3199,no
145,0,-0.02,0.01,0.050000000000000003,0.25,4.6711059340492738e-10,44,-1.6012694360508222e-13,4094,4098,3199,no
145,1,0,0,0.40000000000000002,0.25,4.2061794844170926e-09,57,5.3113222379298285e-12,4074,4118,2730,yes
145,2,0.029999999999999999,0,0.20000000000000001,1,3.7607115976138425e-09,84,2.5665560180655246e-12,4108,4084,469,no
145,3,0.029999999999999999,0.01,0.050000000000000003,5,1.9671973764438624e-09,1198,-1.1066940120774942e-12,4085,4107,0,yes
146,0,-0.02,0.01,0.050000000000000003,0.25,4.4857753145726236e-10,707,-2.3250372952741917e-13,4058,4134,512,yes
146,1,0,0,0.40000000000000002,0.25,3.5937435585857823e-09,29,-1.9581622758936229e-12,4087,4105,4714,no
146,2,0.029999999999999999,0,0.20000000000000001,1,3.4846041943730309e-09,166,-2.2239340554776012e-12,4071,4121,4714,no
146,3,0.029999999999999999,0.01,0.050000000000000003,5,2.2191793470058713e-09,1060,3.8559334044815951e-13,4061,4131,2730,yes
147,0,-0.02,0.01,0.050000000000000003,0.25,4.5176728201307106e-10,66,5.3382733682823994e-13,4078,4114,42,no
147,1,0,0,0.40000000000000002,0.25,3.9688796685099607e-09,29,-2.2609343815463384e-12,4047,4145,8191,yes
147,2,0.029999999999999999,0,0.20000000000000001,1,3.5548905685136096e-09,330,-6.6971279815122812e-12,4045,4147,3413,yes
147,3,0.029999999999999999,0.01,0.050000000000000003,5,2.657650460231021e-09,299,3.9699336543611661e-12,4199,3993,5461,yes
148,0,-0.02,0.01,0.050000000000000003,0.25,4.5016836314933141e-10,66,-8.115530261896417e-13,4034,4158,469,no
148,1,0,0,0.40000000000000002,0.25,3.6416799578417377e-09,57,-3.1584383443555961e-12,4058,4134,2730,yes
148,2,0.029999999999999999,0,0.20000000000000001,1,3.7363562964309421e-09,82,5.7726437503179374e-13,4072,4120,5568,no
148,3,0.029999999999999999,0.01,0.050000000000000003,5,1.95562838173754e-09,298,-7.6238633608095354e-12,4056,4136,469,no
149,0,-0.02,0.01,0.050000000000000003,0.25,4.3762374287117885e-10,262,1.2093322445955668e-13,4095,4097,3199,no
149,1,0,0,0.40000000000000002,0.25,4.2796922289941541e-09,58,-1.3131820970841587e-12,4019,4173,2730,yes
149,2,0.029999999999999999,0,0.20000000000000001,1,3.6201798413454931e-09,41,-1.338988284762484e-11,3995,4197,469,no
149,3,0.029999999999999999,0.01,0.050000000000000003,5,2.1502403817009396e-09,355,-5.1183673552475387e-13,4069,4123,0,yes
150,0,-0.02,0.01,0.050000000000000003,0.25,4.6668172700871466e-10,261,5.6638911053200669e-13,4085,4107,5568,no
150,1,0,0,0.40000000000000002,0.25,3.3088731150957192e-09,114,-6.5054823645584538e-12,4058,4134,1920,no
150,2,0.029999999999999999,0,0.20000000000000001,1,3.46914176504954e-09,41,1.8336872680511573e-12,4087,4105,6527,no
150,3,0.029999999999999999,0.01,0.050000000000000003,5,2.2514547235181444e-09,157,-3.0534035845173449e-12,4074,4118,1365,yes
151,0,-0.02,0.01,0.050000000000000003,0.25,4.4184368605598102e-10,65,7.0756582310276065e-13,4129,4063,7616,no
151,1,0,0,0.40000000000000002,0.25,3.6366128950464161e-09,227,-8.0782704567338654e-13,4071,4121,7616,no
151,2,0.029999999999999999,0,0.20000000000000001,1,3.6997585571723239e-09,20,7.4873014273281259e-12,4067,4125,4181,no
151,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8869663828246615e-09,594,-4.4985631382868833e-13,4063,4129,895,no
152,0,-0.02,0.01,0.050000000000000003,0.25,4.4064137757487936e-10,65,5.5057007137773906e-13,4074,4118,6698,no
152,1,0,0,0.40000000000000002,0.25,3.4563933671198909e-09,1811,7.6566973306270482e-13,4066,4126,4288,no
152,2,0.029999999999999999,0,0.20000000000000001,1,3.5845076550487673e-09,20,-1.0757894054161928e-11,4065,4127,3733,no
152,3,0.029999999999999999,0.01,0.050000000000000003,5,2.0152874771176556e-09,296,-7.080569314998141e-14,4078,4114,2730,yes
153,0,-0.02,0.01,0.050000000000000003,0.25,4.561362614739332e-10,106,-1.1720712230830734e-13,4085,4107,469,no
153,1,0,0,0.40000000000000002,0.25,3.6180653981955848e-09,226,-1.0520703140631335e-11,4080,4112,1855,no
153,2,0.029999999999999999,0,0.20000000000000001,1,3.5515296247556851e-09,20,-1.3856076827740456e-12,4104,4088,6442,no
153,3,0.029999999999999999,0.01,0.050000000000000003,5,2.4630833287462431e-09,244,-2.5456260914902816e-13,4087,4105,8191,yes
154,0,-0.02,0.01,0.050000000000000003,0.25,4.62373299181822e-10,33,1.6388070561321987e-13,4132,4060,6399,no
154,1,0,0,0.40000000000000002,0.25,3.7330535397409387e-09,112,-3.9517306809370632e-12,4081,4111,4437,yes
154,2,0.029999999999999999,0,0.20000000000000001,1,3.5285115065340174e-09,21,-2.6934316604025261e-12,4081,4111,7616,no
154,3,0.029999999999999999,0.01,0.050000000000000003,5,1.9777510127572646e-09,350,-8.6826612996578997e-13,4068,4124,5568,no
155,0,-0.02,0.01,0.050000000000000003,0.25,4.3568471762813675e-10,32,-2.3020021900541413e-13,4079,4113,3733,no
155,1,0,0,0.40000000000000002,0.25,3.7007199137881471e-09,56,-5.5174252864869359e-12,4067,4125,2218,yes
155,2,0.029999999999999999,0,0.20000000000000001,1,3.68003705338707e-09,20,-7.8186816941421529e-12,4034,4158,4437,yes
155,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8548474525532285e-09,149,-6.7027648900189644e-13,4131,4061,7808,no
156,0,-0.02,0.01,0.050000000000000003,0.25,4.6227747172191306e-10,16,-4.0705714187828866e-13,4071,4121,6912,no
156,1,0,0,0.40000000000000002,0.25,3.6015787018076712e-09,56,-4.3920348779763432e-12,4042,4150,6442,no
156,2,0.029999999999999999,0,0.20000000000000001,1,3.2704593158262954e-09,10,2.0025860658962101e-12,4060,4132,2431,no
156,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8937107928196346e-09,295,1.6489416238650009e-13,4026,4166,5461,yes
157,0,-0.02,0.01,0.050000000000000003,0.25,4.4718605986734666e-10,2687,1.7848563635115782e-13,4078,4114,3178,no
157,1,0,0,0.40000000000000002,0.25,3.4929949991586075e-09,28,-6.0344772344852509e-12,4067,4125,6912,no
157,2,0.029999999999999999,0,0.20000000000000001,1,3.5295882222832385e-09,10,5.666579555673508e-12,4098,4094,1621,no
157,3,0.029999999999999999,0.01,0.050000000000000003,5,1.9989878474618104e-09,954,-1.4487100153745658e-13,4091,4101,8191,yes
158,0,-0.02,0.01,0.050000000000000003,0.25,4.5339022532833093e-10,16,-4.5550208849661228e-13,4019,4173,6912,no
158,1,0,0,0.40000000000000002,0.25,3.5839385738026415e-09,28,1.2504621274409854e-11,4124,4068,1152,no
158,2,0.029999999999999999,0,0.20000000000000001,1,3.5404756090730468e-09,10,-1.7886397447949522e-12,4050,4142,6463,no
158,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8575390580595883e-09,119,-1.272324940275819e-12,4055,4137,3498,no
159,0,-0.02,0.01,0.050000000000000003,0.25,4.4131836713376878e-10,32,3.198731135974603e-13,4078,4114,2197,no
159,1,0,0,0.40000000000000002,0.25,3.5837503827335579e-09,28,-2.8708105933301859e-12,4073,4119,4864,no
159,2,0.029999999999999999,0,0.20000000000000001,1,3.4110778565421747e-09,10,-6.2422526077850142e-12,4048,4144,42,no
159,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8538368645331662e-09,210,-1.6708791126647795e-12,4083,4109,8191,yes
160,0,-0.02,0.01,0.050000000000000003,0.25,4.4875382007573075e-10,31,-1.2098635628734303e-13,4061,4131,4437,yes
160,1,0,0,0.40000000000000002,0.25,3.6109796895767271e-09,32,-6.2152902219131062e-13,4113,4079,3178,no
160,2,0.029999999999999999,0,0.20000000000000001,1,3.6077026799284197e-09,10,4.2480340639048961e-12,4075,4117,1855,no
160,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8860157617089115e-09,13423,2.4948927615906039e-12,4132,4060,4437,yes
161,0,-0.02,0.01,0.050000000000000003,0.25,4.5565150707350358e-10,475,-6.8256249944301767e-13,4123,4069,4437,yes
161,1,0,0,0.40000000000000002,0.25,3.6278284820668465e-09,32,1.4038285544716998e-12,4122,4070,149,no
161,2,0.029999999999999999,0,0.20000000000000001,1,3.6694078699697577e-09,10,-1.6426511806753456e-12,4067,4125,5568,no
161,3,0.029999999999999999,0.01,0.050000000000000003,5,1.9221892685311152e-09,209,1.9943989789836668e-13,4114,4078,6527,no
162,0,-0.02,0.01,0.050000000000000003,0.25,4.427476016090582e-10,63,-7.2724941344816465e-13,4096,4096,2197,no
162,1,0,0,0.40000000000000002,0.25,3.648733884362388e-09,63,-3.4732972038143474e-13,4105,4087,512,yes
162,2,0.029999999999999999,0,0.20000000000000001,1,3.6807737193658618e-09,10,-5.6666815668394197e-13,4042,4150,2218,yes
162,3,0.029999999999999999,0.01,0.050000000000000003,5,1.9515180740355617e-09,242,1.3814327560626637e-12,4076,4116,2218,yes
163,0,-0.02,0.01,0.050000000000000003,0.25,4.468948170393303e-10,62,-1.7121787107227381e-13,4077,4115,1152,no
163,1,0,0,0.40000000000000002,0.25,3.4884191917606036e-09,127,-2.6740642029303922e-12,4067,4125,4650,no
163,2,0.029999999999999999,0,0.20000000000000001,1,3.5659649689427229e-09,10,-3.2929268029851181e-12,4037,4155,6527,no
163,3,0.029999999999999999,0.01,0.050000000000000003,5,2.6548155686906418e-09,15387,-1.0852190172362293e-12,4045,4147,5461,yes
164,0,-0.02,0.01,0.050000000000000003,0.25,4.3177991345718772e-10,125,-7.5936090708828791e-13,4102,4090,3733,no
164,1,0,0,0.40000000000000002,0.25,3.6416893907579543e-09,504,1.7822660393362259e-12,4144,4048,512,yes
164,2,0.029999999999999999,0,0.20000000000000001,1,3.6701846123679115e-09,10,-3.7796260533840628e-12,4071,4121,3178,no
164,3,0.029999999999999999,0.01,0.050000000000000003,5,2.4879210403293009e-09,509,-1.1749114802097889e-12,4071,4121,5461,yes
165,0,-0.02,0.01,0.050000000000000003,0.25,4.4161939538667542e-10,127723,2.3051692395884371e-13,4094,4098,2218,yes
165,1,0,0,0.40000000000000002,0.25,3.44138652058136e-09,125,1.2506976578214603e-12,4082,4110,7616,no
165,2,0.029999999999999999,0,0.20000000000000001,1,3.2452611826200854e-09,10,-2.4073865943568239e-12,4035,4157,7104,no
165,3,0.029999999999999999,0.01,0.050000000000000003,5,2.590305815349507e-09,508,7.6125422062312558e-13,4148,4044,5461,yes
166,0,-0.02,0.01,0.050000000000000003,0.25,4.379895753942448e-10,125,-1.0566444288867079e-12,4012,4180,256,no
166,1,0,0,0.40000000000000002,0.25,3.357738182363859e-09,62,-4.2930109799451236e-12,4089,4103,5503,no
