payload_index,donor_index,source_region,region_offset,packet,half,lane,sobol_word,float_bits,hard_tail_index
4320,12512,1,224,135,0,0,152305664,0xbfe72a10,-1
4321,12513,1,225,135,0,1,2299789312,0x3db648c6,-1
4322,12514,1,226,135,0,2,3373531136,0x3f4a7006,-1
4323,12515,1,227,135,0,3,1226047488,0xbf1112c9,-1
4324,12516,1,228,135,0,4,1762918400,0xbe67ca70,-1
4325,12517,1,229,135,0,5,3910402048,0x3fabfb26,-1
4326,12518,1,230,135,0,6,2836660224,0x3ed3d379,-1
4327,12519,1,231,135,0,7,689176576,0xbf7e18a0,-1
4328,12520,1,232,135,0,8,957612032,0xbf43217e,-1
4329,12521,1,233,135,0,9,3105095680,0x3f177724,-1
4330,12522,1,234,135,0,10,4178837504,0x3ff68e50,-1
4331,12523,1,235,135,0,11,2031353856,0xbd8ae936,-1
4332,12524,1,236,135,0,12,1494482944,0xbec81ae1,-1
4333,12525,1,237,135,0,13,3641966592,0x3f838ca3,-1
4334,12526,1,238,135,0,14,2568224768,0x3e7e071d,-1
4335,12527,1,239,135,0,15,420741120,0xbfa58962,-1
4336,12528,1,240,135,1,0,286523392,0xbfc0183f,-1
4337,12529,1,241,135,1,1,2434007040,0x3e2c0a3c,-1
4338,12530,1,242,135,1,2,3507748864,0x3f6724ae,-1
4339,12531,1,243,135,1,3,1360265216,0xbef42e2a,-1
4340,12532,1,244,135,1,4,1897136128,0xbe162695,-1
4341,12533,1,245,135,1,5,4044619776,0x3fc8def3,-1
4342,12534,1,246,135,1,6,2970877952,0x3f002e5a,-1
4343,12535,1,247,135,1,7,823394304,0xbf5f21a2,-1
4344,12536,1,248,135,1,8,554958848,0xbf90a7fe,-1
4345,12537,1,249,135,1,9,2702442496,0x3ea8d706,-1
4346,12538,1,250,135,1,10,3776184320,0x3f95e517,-1
4347,12539,1,251,135,1,11,1628700672,0xbe9d7786,-1
4348,12540,1,252,135,1,12,1091829760,0xbf294aa9,-1
4349,12541,1,253,135,1,13,3239313408,0x3f3013d3,-1
4350,12542,1,254,135,1,14,2165571584,0x3c2cf5e8,-1
4351,12543,1,255,135,1,15,18087936,0xc0289dd0,-1
4352,12544,1,256,136,0,0,26476544,0xc0202a4e,-1
4353,12545,1,257,136,0,1,2173960192,0x3c7d2df6,-1
4354,12546,1,258,136,0,2,3247702016,0x3f31ab2a,-1
4355,12547,1,259,136,0,3,1100218368,0xbf27bc32,-1
4356,12548,1,260,136,0,4,1637089280,0xbe9ad747,-1
4357,12549,1,261,136,0,5,3784572928,0x3f972563,-1
4358,12550,1,262,136,0,6,2710831104,0x3eab7d29,-1
4359,12551,1,263,136,0,7,563347456,0xbf8f79c1,-1
4360,12552,1,264,136,0,8,831782912,0xbf5d4dfc,-1
4361,12553,1,265,136,0,9,2979266560,0x3f019a8f,-1
4362,12554,1,266,136,0,10,4053008384,0x3fcb0bef,-1
4363,12555,1,267,136,0,11,1905524736,0xbe1115c8,-1
4364,12556,1,268,136,0,12,1368653824,0xbef1601e,-1
4365,12557,1,269,136,0,13,3516137472,0x3f69089a,-1
4366,12558,1,270,136,0,14,2442395648,0x3e31206b,-1
4367,12559,1,271,136,0,15,294912000,0xbfbe2f0f,-1
4368,12560,1,272,136,1,0,429129728,0xbfa419d7,-1
4369,12561,1,273,136,1,1,2576613376,0x3e8199b9,-1
4370,12562,1,274,136,1,2,3650355200,0x3f849dd8,-1
4371,12563,1,275,136,1,3,1502871552,0xbec566f7,-1
4372,12564,1,276,136,1,4,2039742464,0xbd80dcee,-1
4373,12565,1,277,136,1,5,4187226112,0x3ffab043,-1
4374,12566,1,278,136,1,6,3113484288,0x3f18f607,-1
4375,12567,1,279,136,1,7,966000640,0xbf41758e,-1
4376,12568,1,280,136,1,8,697565184,0xbf7c0d9c,-1
4377,12569,1,281,136,1,9,2845048832,0x3ed68f48,-1
4378,12570,1,282,136,1,10,3918790656,0x3fad8a06,-1
4379,12571,1,283,136,1,11,1771307008,0xbe62a67c,-1
4380,12572,1,284,136,1,12,1234436096,0xbf0f9aa9,-1
4381,12573,1,285,136,1,13,3381919744,0x3f4c27cf,-1
4382,12574,1,286,136,1,14,2308177920,0x3dc05a53,-1
4383,12575,1,287,136,1,15,160694272,0xbfe40889,-1
4384,12576,1,288,137,0,0,227803136,0xbfcedb65,-1
4385,12577,1,289,137,0,1,2375286784,0x3e088b79,-1
4386,12578,1,290,137,0,2,3449028608,0x3f5a3f4d,-1
4387,12579,1,291,137,0,3,1301544960,0xbf04037e,-1
4388,12580,1,292,137,0,4,1838415872,0xbe39b869,-1
4389,12581,1,293,137,0,5,3985899520,0x3fbb0d57,-1
4390,12582,1,294,137,0,6,2912157696,0x3eeca896,-1
4391,12583,1,295,137,0,7,764674048,0xbf6c40b0,-1
4392,12584,1,296,137,0,8,1033109504,0xbf345e92,-1
4393,12585,1,297,137,0,9,3180593152,0x3f251f5b,-1
4394,12586,1,298,137,0,10,4254334976,0x401636a7,-1
4395,12587,1,299,137,0,11,2106851328,0xbcc2482b,-1
4396,12588,1,300,137,0,12,1569980416,0xbeaff831,-1
4397,12589,1,301,137,0,13,3717464064,0x3f8d82b2,-1
4398,12590,1,302,137,0,14,2643722240,0x3e966b36,-1
4399,12591,1,303,137,0,15,496238592,0xbf994a6d,-1
4400,12592,1,304,137,1,0,362020864,0xbfb03a74,-1
4401,12593,1,305,137,1,1,2509504512,0x3e59fd1a,-1
4402,12594,1,306,137,1,2,3583246336,0x3f78a439,-1
4403,12595,1,307,137,1,3,1435762688,0xbedb2fc8,-1
4404,12596,1,308,137,1,4,1972633600,0xbdd15aab,-1
4405,12597,1,309,137,1,5,4120117248,0x3fdf0a42,-1
4406,12598,1,310,137,1,6,3046375424,0x3f0d22ae,-1
4407,12599,1,311,137,1,7,898891776,0xbf4f1356,-1
4408,12600,1,312,137,1,8,630456320,0xbf86704f,-1
4409,12601,1,313,137,1,9,2777939968,0x3ec0da88,-1
4410,12602,1,314,137,1,10,3851681792,0x3fa1b955,-1
4411,12603,1,315,137,1,11,1704198144,0xbe85f910,-1
4412,12604,1,316,137,1,12,1167327232,0xbf1b7f32,-1
4413,12605,1,317,137,1,13,3314810880,0x3f3ea826,-1
4414,12606,1,318,137,1,14,2241069056,0x3d5fd3f3,-1
4415,12607,1,319,137,1,15,93585408,0xc00128d3,-1
4416,12608,1,320,138,0,0,127139840,0xbff17e8e,-1
4417,12609,1,321,138,0,1,2274623488,0x3d981aa4,-1
4418,12610,1,322,138,0,2,3348365312,0x3f45566b,-1
4419,12611,1,323,138,0,3,1200881664,0xbf15829a,-1
4420,12612,1,324,138,0,4,1737752576,0xbe773f6f,-1
4421,12613,1,325,138,0,5,3885236224,0x3fa77406,-1
4422,12614,1,326,138,0,6,2811494400,0x3ecba931,-1
4423,12615,1,327,138,0,7,664010752,0xbf822991,-1
4424,12616,1,328,138,0,8,932446208,0xbf483252,-1
4425,12617,1,329,138,0,9,3079929856,0x3f130250,-1
4426,12618,1,330,138,0,10,4153671680,0x3feb7ef3,-1
4427,12619,1,331,138,0,11,2006188032,0xbda91371,-1
4428,12620,1,332,138,0,12,1469317120,0xbed03f4f,-1
4429,12621,1,333,138,0,13,3616800768,0x3f8066b7,-1
4430,12622,1,334,138,0,14,2543058944,0x3e6e8be8,-1
4431,12623,1,335,138,0,15,395575296,0xbfa9f953,-1
4432,12624,1,336,138,1,0,529793024,0xbf944630,-1
4433,12625,1,337,138,1,1,2677276672,0x3ea0eb77,-1
4434,12626,1,338,138,1,2,3751018496,0x3f923986,-1
4435,12627,1,339,138,1,3,1603534848,0xbea55eb9,-1
4436,12628,1,340,138,1,4,2140405760,0xbb875bba,-1
4437,12629,1,341,138,1,5,4287889408,0x403c13b1,38
4438,12630,1,342,138,1,6,3214147584,0x3f2b5817,-1
4439,12631,1,343,138,1,7,1066663936,0xbf2dffd2,-1
4440,12632,1,344,138,1,8,798228480,0xbf64ae62,-1
4441,12633,1,345,138,1,9,2945712128,0x3ef7df77,-1
4442,12634,1,346,138,1,10,4019453952,0x3fc2ab6b,-1
4443,12635,1,347,138,1,11,1871970304,0xbe255ec3,-1
4444,12636,1,348,138,1,12,1335099392,0xbefca3ba,-1
4445,12637,1,349,138,1,13,3482583040,0x3f618bdf,-1
4446,12638,1,350,138,1,14,2408841216,0x3e1cce10,-1
4447,12639,1,351,138,1,15,261357568,0xbfc619bc,-1
4448,12640,1,352,139,0,0,194248704,0xbfd8b476,-1
4449,12641,1,353,139,0,1,2341732352,0x3de8ad10,-1
4450,12642,1,354,139,0,2,3415474176,0x3f531f15,-1
4451,12643,1,355,139,0,3,1267990528,0xbf09c60a,-1
4452,12644,1,356,139,0,4,1804861440,0xbe4e24e8,-1
4453,12645,1,357,139,0,5,3952345088,0x3fb40b7c,-1
4454,12646,1,358,139,0,6,2878603264,0x3ee18e7c,-1
4455,12647,1,359,139,0,7,731119616,0xbf740966,-1
4456,12648,1,360,139,0,8,999555072,0xbf3ada6d,-1
4457,12649,1,361,139,0,9,3147038720,0x3f1eff35,-1
4458,12650,1,362,139,0,10,4220780544,0x400745e7,-1
4459,12651,1,363,139,0,11,2073296896,0xbd31663f,-1
4460,12652,1,364,139,0,12,1536425984,0xbebaa51c,-1
4461,12653,1,365,139,0,13,3683909632,0x3f88fb1b,-1
4462,12654,1,366,139,0,14,2610167808,0x3e8bfb0f,-1
4463,12655,1,367,139,0,15,462684160,0xbf9e8df2,-1
4464,12656,1,368,139,1,0,328466432,0xbfb6ef30,-1
4465,12657,1,369,139,1,1,2475950080,0x3e4584b2,-1
4466,12658,1,370,139,1,2,3549691904,0x3f70b9c7,-1
4467,12659,1,371,139,1,3,1402208256,0xbee63a1c,-1
4468,12660,1,372,139,1,4,1939079168,0xbdf9b6ac,-1
4469,12661,1,373,139,1,5,4086562816,0x3fd4657b,-1
4470,12662,1,374,139,1,6,3012820992,0x3f0755d5,-1
4471,12663,1,375,139,1,7,865337344,0xbf561b7e,-1
4472,12664,1,376,139,1,8,596901888,0xbf8adee1,-1
4473,12665,1,377,139,1,9,2744385536,0x3eb621b2,-1
4474,12666,1,378,139,1,10,3818127360,0x3f9c4d33,-1
4475,12667,1,379,139,1,11,1670643712,0xbe90607e,-1
4476,12668,1,380,139,1,12,1133772800,0xbf2191e1,-1
4477,12669,1,381,139,1,13,3281256448,0x3f381a7e,-1
4478,12670,1,382,139,1,14,2207514624,0x3d0f88aa,-1
4479,12671,1,383,139,1,15,60030976,0xc00caae2,-1
4480,12672,1,384,140,0,0,43253760,0xc014b77e,-1
4481,12673,1,385,140,0,1,2190737408,0x3cced19d,-1
4482,12674,1,386,140,0,2,3264479232,0x3f34df2c,-1
4483,12675,1,387,140,0,3,1116995584,0xbf24a3fb,-1
4484,12676,1,388,140,0,4,1653866496,0xbe9599e3,-1
4485,12677,1,389,140,0,5,3801350144,0x3f99b150,-1
4486,12678,1,390,140,0,6,2727608320,0x3eb0ccfc,-1
4487,12679,1,391,140,0,7,580124672,0xbf8d2678,-1
4488,12680,1,392,140,0,8,848560128,0xbf59af3b,-1
4489,12681,1,393,140,0,9,2996043776,0x3f047612,-1
4490,12682,1,394,140,0,10,4069785600,0x3fcf9546,-1
4491,12683,1,395,140,0,11,1922301952,0xbe06f6df,-1
4492,12684,1,396,140,0,12,1385431040,0xbeebc989,-1
4493,12685,1,397,140,0,13,3532914688,0x3f6cda59,-1
4494,12686,1,398,140,0,14,2459172864,0x3e3b502e,-1
4495,12687,1,399,140,0,15,311689216,0xbfba7bfb,-1
4496,12688,1,400,140,1,0,445906944,0xbfa14a34,-1
4497,12689,1,401,140,1,1,2593390592,0x3e86c89e,-1
4498,12690,1,402,140,1,2,3667132416,0x3f86c776,-1
4499,12691,1,403,140,1,3,1519648768,0xbec00353,-1
4500,12692,1,404,140,1,4,2056519680,0xbd598d60,-1
4501,12693,1,405,140,1,5,4204003328,0x4001eb38,-1
4502,12694,1,406,140,1,6,3130261504,0x3f1bf7d8,-1
4503,12695,1,407,140,1,7,982777856,0xbf3e23f0,-1
4504,12696,1,408,140,1,8,714342400,0xbf7803b9,-1
4505,12697,1,409,140,1,9,2861826048,0x3edc0ba3,-1
4506,12698,1,410,140,1,10,3935567872,0x3fb0bc25,-1
4507,12699,1,411,140,1,11,1788084224,0xbe5862eb,-1
4508,12700,1,412,140,1,12,1251213312,0xbf0cae04,-1
4509,12701,1,413,140,1,13,3398696960,0x3f4f9e87,-1
4510,12702,1,414,140,1,14,2324955136,0x3dd4810e,-1
4511,12703,1,415,140,1,15,177471488,0xbfde26d7,-1
4512,12704,1,416,141,0,0,244580352,0xbfca5c44,-1
4513,12705,1,417,141,0,1,2392064000,0x3e12aaee,-1
4514,12706,1,418,141,0,2,3465805824,0x3f5ddfd0,-1
4515,12707,1,419,141,0,3,1318322176,0xbf0128a2,-1
4516,12708,1,420,141,0,4,1855193088,0xbe2f895e,-1
4517,12709,1,421,141,0,5,4002676736,0x3fbec6c3,-1
4518,12710,1,422,141,0,6,2928934912,0x3ef2404f,-1
4519,12711,1,423,141,0,7,781451264,0xbf687107,-1
4520,12712,1,424,141,0,8,1049886720,0xbf312baf,-1
4521,12713,1,425,141,0,9,3197370368,0x3f28388b,-1
4522,12714,1,426,141,0,10,4271112192,0x40228367,-1
4523,12715,1,427,141,0,11,2123628544,0xbc641c4c,-1
4524,12716,1,428,141,0,12,1586757632,0xbeaaa91e,-1
4525,12717,1,429,141,0,13,3734241280,0x3f8fd7de,-1
4526,12718,1,430,141,0,14,2660499456,0x3e9ba93e,-1
4527,12719,1,431,141,0,15,513015808,0xbf96c0e6,-1
4528,12720,1,432,141,1,0,378798080,0xbfad0cab,-1
4529,12721,1,433,141,1,1,2526281728,0x3e644190,-1
4530,12722,1,434,141,1,2,3600023552,0x3f7cb09c,-1
4531,12723,1,435,141,1,3,1452539904,0xbed5b46c,-1
4532,12724,1,436,141,1,4,1989410816,0xbdbd34b7,-1
4533,12725,1,437,141,1,5,4136894464,0x3fe4ff42,-1
4534,12726,1,438,141,1,6,3063152640,0x3f101012,-1
4535,12727,1,439,141,1,7,915668992,0xbf4b9e20,-1
4536,12728,1,440,141,1,8,647233536,0xbf844836,-1
4537,12729,1,441,141,1,9,2794717184,0x3ec63f09,-1
4538,12730,1,442,141,1,10,3868459008,0x3fa48c21,-1
4539,12731,1,443,141,1,11,1720975360,0xbe80cab5,-1
4540,12732,1,444,141,1,12,1184104448,0xbf187e3b,-1
4541,12733,1,445,141,1,13,3331588096,0x3f41fb0f,-1
4542,12734,1,446,141,1,14,2257846272,0x3d8400ae,-1
4543,12735,1,447,141,1,15,110362624,0xbff95e76,-1
4544,12736,1,448,142,0,0,76808192,0xc0065f5f,-1
4545,12737,1,449,142,0,1,2224291840,0x3d37ac0c,-1
4546,12738,1,450,142,0,2,3298033664,0x3f3b5d64,-1
4547,12739,1,451,142,0,3,1150550016,0xbf1e85af,-1
4548,12740,1,452,142,0,4,1687420928,0xbe8b2af0,-1
4549,12741,1,453,142,0,5,3834904576,0x3f9efa23,-1
4550,12742,1,454,142,0,6,2761162752,0x3ebb7b7b,-1
4551,12743,1,455,142,0,7,613679104,0xbf88a25a,-1
4552,12744,1,456,142,0,8,882114560,0xbf529255,-1
4553,12745,1,457,142,0,9,3029598208,0x3f0a39fc,-1
4554,12746,1,458,142,0,10,4103340032,0x3fd987c2,-1
4555,12747,1,459,142,0,11,1955856384,0xbde585d1,-1
4556,12748,1,460,142,0,12,1418985472,0xbee0b19a,-1
4557,12749,1,461,142,0,13,3566469120,0x3f74a783,-1
4558,12750,1,462,142,0,14,2492727296,0x3e4fbe3e,-1
4559,12751,1,463,142,0,15,345243648,0xbfb3850e,-1
4560,12752,1,464,142,1,0,479461376,0xbf9be3c0,-1
4561,12753,1,465,142,1,1,2626945024,0x3e913134,-1
4562,12754,1,466,142,1,2,3700686848,0x3f8b3952,-1
4563,12755,1,467,142,1,3,1553203200,0xbeb54c21,-1
4564,12756,1,468,142,1,4,2090074112,0xbd09437a,-1
4565,12757,1,469,142,1,5,4237557760,0x400dc8ee,-1
4566,12758,1,470,142,1,6,3163815936,0x3f220c50,-1
4567,12759,1,471,142,1,7,1016332288,0xbf3798bb,-1
4568,12760,1,472,142,1,8,747896832,0xbf701df0,-1
4569,12761,1,473,142,1,9,2895380480,0x3ee7180f,-1
4570,12762,1,474,142,1,10,3969122304,0x3fb77ad1,-1
4571,12763,1,475,142,1,11,1821638656,0xbe43ec2a,-1
4572,12764,1,476,142,1,12,1284767744,0xbf06e295,-1
4573,12765,1,477,142,1,13,3432251392,0x3f56a9de,-1
4574,12766,1,478,142,1,14,2358509568,0x3dfcdeda,-1
4575,12767,1,479,142,1,15,211025920,0xbfd39fda,-1
4576,12768,1,480,143,0,0,143917056,0xbfea70a5,-1
4577,12769,1,481,143,0,1,2291400704,0x3dac385a,-1
4578,12770,1,482,143,0,2,3365142528,0x3f48ba8f,-1
4579,12771,1,483,143,0,3,1217658880,0xbf128c23,-1
4580,12772,1,484,143,0,4,1754529792,0xbe6cefe4,-1
4581,12773,1,485,143,0,5,3902013440,0x3faa72b1,-1
4582,12774,1,486,143,0,6,2828271616,0x3ed11934,-1
4583,12775,1,487,143,0,7,680787968,0xbf8013e8,-1
4584,12776,1,488,143,0,8,949223424,0xbf44cf93,-1
4585,12777,1,489,143,0,9,3096707072,0x3f15f993,-1
4586,12778,1,490,143,0,10,4170448896,0x3ff2aa57,-1
4587,12779,1,491,143,0,11,2022965248,0xbd94f659,-1
4588,12780,1,492,143,0,12,1486094336,0xbecad039,-1
4589,12781,1,493,143,0,13,3633577984,0x3f827dc0,-1
4590,12782,1,494,143,0,14,2559836160,0x3e78dc70,-1
4591,12783,1,495,143,0,15,412352512,0xbfa6fe55,-1
4592,12784,1,496,143,1,0,278134784,0xbfc20ca5,-1
4593,12785,1,497,143,1,1,2425618432,0x3e26f523,-1
4594,12786,1,498,143,1,2,3499360256,0x3f6543f6,-1
4595,12787,1,499,143,1,3,1351876608,0xbef6fe19,-1
4596,12788,1,500,143,1,4,1888747520,0xbe1b3852,-1
4597,12789,1,501,143,1,5,4036231168,0x3fc6c071,-1
4598,12790,1,502,143,1,6,2962489344,0x3efd8650,-1
4599,12791,1,503,143,1,7,815005696,0xbf60f835,-1
4600,12792,1,504,143,1,8,546570240,0xbf91d969,-1
4601,12793,1,505,143,1,9,2694053888,0x3ea6320c,-1
4602,12794,1,506,143,1,10,3767795712,0x3f94a86c,-1
4603,12795,1,507,143,1,11,1620312064,0xbea018d5,-1
4604,12796,1,508,143,1,12,1083441152,0xbf2adabc,-1
4605,12797,1,509,143,1,13,3230924800,0x3f2e7e38,-1
4606,12798,1,510,143,1,14,2157182976,0x3bb97dd2,-1
4607,12799,1,511,143,1,15,9699328,0xc035bc7c,26
4608,12800,1,512,144,0,0,13893632,0xc02e4532,10
4609,12801,1,513,144,0,1,2161377280,0x3c04da4e,-1
4610,12802,1,514,144,0,2,3235119104,0x3f2f48cf,-1
4611,12803,1,515,144,0,3,1087635456,0xbf2a127e,-1
4612,12804,1,516,144,0,4,1624506368,0xbe9ec80b,-1
4613,12805,1,517,144,0,5,3771990016,0x3f954650,-1
4614,12806,1,518,144,0,6,2698248192,0x3ea78464,-1
4615,12807,1,519,144,0,7,550764544,0xbf91404c,-1
4616,12808,1,520,144,0,8,819200000,0xbf600c8d,-1
4617,12809,1,521,144,0,9,2966683648,0x3efef142,-1
4618,12810,1,522,144,0,10,4040425472,0x3fc7cdf1,-1
4619,12811,1,523,144,0,11,1892941824,0xbe18af55,-1
4620,12812,1,524,144,0,12,1356070912,0xbef595e5,-1
4621,12813,1,525,144,0,13,3503554560,0x3f6633ed,-1
4622,12814,1,526,144,0,14,2429812736,0x3e297f8d,-1
4623,12815,1,527,144,0,15,282329088,0xbfc11101,-1
4624,12816,1,528,144,1,0,416546816,0xbfa6432b,-1
4625,12817,1,529,144,1,1,2564030464,0x3e7b7192,-1
4626,12818,1,530,144,1,2,3637772288,0x3f8304e8,-1
4627,12819,1,531,144,1,3,1490288640,0xbec9755f,-1
4628,12820,1,532,144,1,4,2027159552,0xbd8fefab,-1
4629,12821,1,533,144,1,5,4174643200,0x3ff49519,-1
4630,12822,1,534,144,1,6,3100901376,0x3f16b832,-1
4631,12823,1,535,144,1,7,953417728,0xbf43f844,-1
4632,12824,1,536,144,1,8,684982272,0xbf7f1fb1,-1
4633,12825,1,537,144,1,9,2832465920,0x3ed27625,-1
4634,12826,1,538,144,1,10,3906207744,0x3fab3622,-1
4635,12827,1,539,144,1,11,1758724096,0xbe6a5cfa,-1
4636,12828,1,540,144,1,12,1221853184,0xbf11cf4e,-1
4637,12829,1,541,144,1,13,3369336832,0x3f499501,-1
4638,12830,1,542,144,1,14,2295595008,0x3db1406d,-1
4639,12831,1,543,144,1,15,148111360,0xbfe8c87a,-1
4640,12832,1,544,145,0,0,215220224,0xbfd267b0,-1
4641,12833,1,545,145,0,1,2362703872,0x3e00f622,-1
4642,12834,1,546,145,0,2,3436445696,0x3f578e36,-1
4643,12835,1,547,145,0,3,1288962048,0xbf062a68,-1
4644,12836,1,548,145,0,4,1825832960,0xbe415ec5,-1
4645,12837,1,549,145,0,5,3973316608,0x3fb85c03,-1
4646,12838,1,550,145,0,6,2899574784,0x3ee87b88,-1
4647,12839,1,551,145,0,7,752091136,0xbf6f2551,-1
4648,12840,1,552,145,0,8,1020526592,0xbf36c97e,-1
4649,12841,1,553,145,0,9,3168010240,0x3f22d082,-1
4650,12842,1,554,145,0,10,4241752064,0x400faafb,-1
4651,12843,1,555,145,0,11,2094268416,0xbcfe76b4,-1
4652,12844,1,556,145,0,12,1557397504,0xbeb3f6ae,-1
4653,12845,1,557,145,0,13,3704881152,0x3f8bca98,-1
4654,12846,1,558,145,0,14,2631139328,0x3e927f56,-1
4655,12847,1,559,145,0,15,483655680,0xbf9b3be1,-1
4656,12848,1,560,145,1,0,349437952,0xbfb2af8f,-1
4657,12849,1,561,145,1,1,2496921600,0x3e524d73,-1
4658,12850,1,562,145,1,2,3570663424,0x3f75a543,-1
4659,12851,1,563,145,1,3,1423179776,0xbedf5088,-1
4660,12852,1,564,145,1,4,1960050688,0xbde07a84,-1
4661,12853,1,565,145,1,5,4107534336,0x3fdadeba,-1
4662,12854,1,566,145,1,6,3033792512,0x3f0af3ba,-1
4663,12855,1,567,145,1,7,886308864,0xbf51b1a5,-1
4664,12856,1,568,145,1,8,617873408,0xbf8814e1,-1
4665,12857,1,569,145,1,9,2765357056,0x3ebcd2be,-1
4666,12858,1,570,145,1,10,3839098880,0x3f9fa82d,-1
4667,12859,1,571,145,1,11,1691615232,0xbe89de21,-1
4668,12860,1,572,145,1,12,1154744320,0xbf1dc389,-1
4669,12861,1,573,145,1,13,3302227968,0x3f3c2f55,-1
4670,12862,1,574,145,1,14,2228486144,0x3d41b58f,-1
4671,12863,1,575,145,1,15,81002496,0xc004fc1c,-1
4672,12864,1,576,146,0,0,114556928,0xbff74fb3,-1
4673,12865,1,577,146,0,1,2262040576,0x3d8906d8,-1
4674,12866,1,578,146,0,2,3335782400,0x3f42d118,-1
4675,12867,1,579,146,0,3,1188298752,0xbf17bed5,-1
4676,12868,1,580,146,0,4,1725169664,0xbe7eff4c,-1
4677,12869,1,581,146,0,5,3872653312,0x3fa54410,-1
4678,12870,1,582,146,0,6,2798911488,0x3ec79909,-1
4679,12871,1,583,146,0,7,651427840,0xbf83bfaf,-1
4680,12872,1,584,146,0,8,919863296,0xbf4ac24e,-1
4681,12873,1,585,146,0,9,3067346944,0x3f10cc2b,-1
4682,12874,1,586,146,0,10,4141088768,0x3fe69111,-1
4683,12875,1,587,146,0,11,1993605120,0xbdb82bfa,-1
4684,12876,1,588,146,0,12,1456734208,0xbed45691,-1
4685,12877,1,589,146,0,13,3604217856,0x3f7db63e,-1
4686,12878,1,590,146,0,14,2530476032,0x3e66d396,-1
4687,12879,1,591,146,0,15,382992384,0xbfac4571,-1
4688,12880,1,592,146,1,0,517210112,0xbf9620de,-1
4689,12881,1,593,146,1,1,2664693760,0x3e9cf966,-1
4690,12882,1,594,146,1,2,3738435584,0x3f906f15,-1
4691,12883,1,595,146,1,3,1590951936,0xbea95616,-1
4692,12884,1,596,146,1,4,2127822848,0xbc3c0051,-1
4693,12885,1,597,146,1,5,4275306496,0x4026cbff,-1
4694,12886,1,598,146,1,6,3201564672,0x3f28ffd3,-1
4695,12887,1,599,146,1,7,1054081024,0xbf306012,-1
4696,12888,1,600,146,1,8,785645568,0xbf677f2b,-1
4697,12889,1,601,146,1,9,2933129216,0x3ef3a764,-1
4698,12890,1,602,146,1,10,4006871040,0x3fbfbbb0,-1
4699,12891,1,603,146,1,11,1859387392,0xbe2cfe4f,-1
4700,12892,1,604,146,1,12,1322516480,0xbf007290,-1
4701,12893,1,605,146,1,13,3470000128,0x3f5ec9ba,-1
4702,12894,1,606,146,1,14,2396258304,0x3e15335c,-1
4703,12895,1,607,146,1,15,248774656,0xbfc94641,-1
4704,12896,1,608,147,0,0,181665792,0xbfdcc093,-1
4705,12897,1,609,147,0,1,2329149440,0x3dd98b8b,-1
4706,12898,1,610,147,0,2,3402891264,0x3f507dba,-1
4707,12899,1,611,147,0,3,1255407616,0xbf0bf397,-1
4708,12900,1,612,147,0,4,1792278528,0xbe55d2e8,-1
4709,12901,1,613,147,0,5,3939762176,0x3fb18d23,-1
4710,12902,1,614,147,0,6,2866020352,0x3edd6bbb,-1
4711,12903,1,615,147,0,7,718536704,0xbf7703b6,-1
4712,12904,1,616,147,0,8,986972160,0xbf3d50d0,-1
4713,12905,1,617,147,0,9,3134455808,0x3f1cb928,-1
4714,12906,1,618,147,0,10,4208197632,0x40032c58,-1
4715,12907,1,619,147,0,11,2060713984,0xbd4f8321,-1
4716,12908,1,620,147,0,12,1523843072,0xbebeab45,-1
4717,12909,1,621,147,0,13,3671326720,0x3f875369,-1
4718,12910,1,622,147,0,14,2597584896,0x3e8814e4,-1
4719,12911,1,623,147,0,15,450101248,0xbfa09960,-1
4720,12912,1,624,147,1,0,315883520,0xbfb99559,-1
4721,12913,1,625,147,1,1,2463367168,0x3e3ddcda,-1
4722,12914,1,626,147,1,2,3537108992,0x3f6dd0e6,-1
4723,12915,1,627,147,1,3,1389625344,0xbeea6505,-1
4724,12916,1,628,147,1,4,1926496256,0xbe046faf,-1
4725,12917,1,629,147,1,5,4073979904,0x3fd0c249,-1
4726,12918,1,630,147,1,6,3000238080,0x3f052d9b,-1
4727,12919,1,631,147,1,7,852754432,0xbf58c948,-1
4728,12920,1,632,147,1,8,584318976,0xbf8c9380,-1
4729,12921,1,633,147,1,9,2731802624,0x3eb221b2,-1
4730,12922,1,634,147,1,10,3805544448,0x3f9a56c0,-1
4731,12923,1,635,147,1,11,1658060800,0xbe944b2b,-1
4732,12924,1,636,147,1,12,1121189888,0xbf23dee4,-1
4733,12925,1,637,147,1,13,3268673536,0x3f35ad4e,-1
4734,12926,1,638,147,1,14,2194931712,0x3ce2e0fd,-1
4735,12927,1,639,147,1,15,47448064,0xc0127aa4,-1
4736,12928,1,640,148,0,0,64225280,0xc00af6db,-1
4737,12929,1,641,148,0,1,2211708928,0x3d199124,-1
4738,12930,1,642,148,0,2,3285450752,0x3f38ea7f,-1
4739,12931,1,643,148,0,3,1137967104,0xbf20ce49,-1
4740,12932,1,644,148,0,4,1674838016,0xbe8f12c0,-1
4741,12933,1,645,148,0,5,3822321664,0x3f9cf6cb,-1
4742,12934,1,646,148,0,6,2748579840,0x3eb777a9,-1
4743,12935,1,647,148,0,7,601096192,0xbf8a4ebc,-1
4744,12936,1,648,148,0,8,869531648,0xbf55383a,-1
4745,12937,1,649,148,0,9,3017015296,0x3f080e74,-1
